t_s,frame,tag_detected,pan_deg,tilt_deg,eu_px,ev_px,eu_s_px,ev_s_px,err_px,dpan,dtilt,in_deadband
1.778,45,0,0.0,0.0,,,,,,,,
1.824,46,0,0.0,0.0,,,,,,,,
1.861,47,0,0.0,0.0,,,,,,,,
1.901,48,0,0.0,0.0,,,,,,,,
1.935,49,0,0.0,0.0,,,,,,,,
1.975,50,0,0.0,0.0,,,,,,,,
2.009,51,0,0.0,0.0,,,,,,,,
2.050,52,0,0.0,0.0,,,,,,,,
2.083,53,0,0.0,0.0,,,,,,,,
2.123,54,0,0.0,0.0,,,,,,,,
2.158,55,0,0.0,0.0,,,,,,,,
2.198,56,0,0.0,0.0,,,,,,,,
2.233,57,0,0.0,0.0,,,,,,,,
2.274,58,0,0.0,0.0,,,,,,,,
2.308,59,0,0.0,0.0,,,,,,,,
2.346,60,0,0.0,0.0,,,,,,,,
2.380,61,0,0.0,0.0,,,,,,,,
2.419,62,0,0.0,0.0,,,,,,,,
2.459,63,0,0.0,0.0,,,,,,,,
2.498,64,0,0.0,0.0,,,,,,,,
2.534,65,0,0.0,0.0,,,,,,,,
2.572,66,0,0.0,0.0,,,,,,,,
2.604,67,0,0.0,0.0,,,,,,,,
2.643,68,0,0.0,0.0,,,,,,,,
2.676,69,0,0.0,0.0,,,,,,,,
2.714,70,0,0.0,0.0,,,,,,,,
2.748,71,0,0.0,0.0,,,,,,,,
2.790,72,0,0.0,0.0,,,,,,,,
2.823,73,0,0.0,0.0,,,,,,,,
2.862,74,0,0.0,0.0,,,,,,,,
2.895,75,0,0.0,0.0,,,,,,,,
2.935,76,0,0.0,0.0,,,,,,,,
2.970,77,0,0.0,0.0,,,,,,,,
3.010,78,0,0.0,0.0,,,,,,,,
3.047,79,1,12.37,-3.07,-247.3,-61.4,-247.3,-61.4,254.8,12.365,-3.072,0
3.086,80,0,12.37,-3.07,,,,,,,,
3.130,81,0,12.37,-3.07,,,,,,,,
3.169,82,0,12.37,-3.07,,,,,,,,
3.202,83,0,12.37,-3.07,,,,,,,,
3.243,84,0,12.37,-3.07,,,,,,,,
3.277,85,0,12.37,-3.07,,,,,,,,
3.318,86,0,12.37,-3.07,,,,,,,,
3.353,87,0,12.37,-3.07,,,,,,,,
3.396,88,0,12.37,-3.07,,,,,,,,
3.432,89,0,12.37,-3.07,,,,,,,,
3.475,90,0,12.37,-3.07,,,,,,,,
3.513,91,0,12.37,-3.07,,,,,,,,
3.564,92,0,12.37,-3.07,,,,,,,,
3.603,93,0,12.37,-3.07,,,,,,,,
3.646,94,0,12.37,-3.07,,,,,,,,
3.683,95,0,12.37,-3.07,,,,,,,,
3.726,96,0,12.37,-3.07,,,,,,,,
3.772,97,0,12.37,-3.07,,,,,,,,
3.814,98,0,12.37,-3.07,,,,,,,,
3.853,99,0,12.37,-3.07,,,,,,,,
3.896,100,0,12.37,-3.07,,,,,,,,
3.935,101,0,12.37,-3.07,,,,,,,,
3.986,102,0,12.37,-3.07,,,,,,,,
4.027,103,0,12.37,-3.07,,,,,,,,
4.071,104,0,12.37,-3.07,,,,,,,,
4.107,105,0,12.37,-3.07,,,,,,,,
4.147,106,0,12.37,-3.07,,,,,,,,
4.191,107,0,12.37,-3.07,,,,,,,,
4.235,108,0,12.37,-3.07,,,,,,,,
4.274,109,0,12.37,-3.07,,,,,,,,
4.317,110,0,12.37,-3.07,,,,,,,,
4.356,111,0,12.37,-3.07,,,,,,,,
4.397,112,0,12.37,-3.07,,,,,,,,
4.435,113,0,12.37,-3.07,,,,,,,,
4.477,114,0,12.37,-3.07,,,,,,,,
4.512,115,0,12.37,-3.07,,,,,,,,
4.552,116,0,12.37,-3.07,,,,,,,,
4.587,117,0,12.37,-3.07,,,,,,,,
4.626,118,0,12.37,-3.07,,,,,,,,
4.661,119,0,12.37,-3.07,,,,,,,,
4.701,120,0,12.37,-3.07,,,,,,,,
4.735,121,0,12.37,-3.07,,,,,,,,
4.776,122,0,12.37,-3.07,,,,,,,,
4.813,123,1,23.03,-3.23,-213.3,-3.2,-213.3,-3.2,213.3,10.665,-0.16,0
4.854,124,1,33.6,-3.15,-211.3,1.7,-211.3,1.7,211.3,10.567,0.083,0
4.889,125,1,43.99,-2.99,-207.8,3.2,-207.8,3.2,207.9,10.392,0.162,0
4.932,126,0,43.99,-2.99,,,,,,,,
4.969,127,0,43.99,-2.99,,,,,,,,
5.010,128,0,43.99,-2.99,,,,,,,,
5.046,129,0,43.99,-2.99,,,,,,,,
5.089,130,0,43.99,-2.99,,,,,,,,
5.125,131,0,43.99,-2.99,,,,,,,,
5.167,132,0,43.99,-2.99,,,,,,,,
5.205,133,0,43.99,-2.99,,,,,,,,
5.252,134,0,43.99,-2.99,,,,,,,,
5.288,135,0,43.99,-2.99,,,,,,,,
5.332,136,0,43.99,-2.99,,,,,,,,
5.370,137,0,43.99,-2.99,,,,,,,,
5.413,138,0,43.99,-2.99,,,,,,,,
5.451,139,0,43.99,-2.99,,,,,,,,
5.492,140,0,43.99,-2.99,,,,,,,,
5.530,141,0,43.99,-2.99,,,,,,,,
5.573,142,0,43.99,-2.99,,,,,,,,
5.609,143,0,43.99,-2.99,,,,,,,,
5.652,144,0,43.99,-2.99,,,,,,,,
5.688,145,0,43.99,-2.99,,,,,,,,
5.731,146,0,43.99,-2.99,,,,,,,,
5.767,147,0,43.99,-2.99,,,,,,,,
5.810,148,0,43.99,-2.99,,,,,,,,
5.847,149,0,43.99,-2.99,,,,,,,,
5.890,150,0,43.99,-2.99,,,,,,,,
5.926,151,0,43.99,-2.99,,,,,,,,
5.966,152,0,43.99,-2.99,,,,,,,,
6.004,153,0,43.99,-2.99,,,,,,,,
6.045,154,0,43.99,-2.99,,,,,,,,
6.082,155,0,43.99,-2.99,,,,,,,,
6.122,156,0,43.99,-2.99,,,,,,,,
6.156,157,0,43.99,-2.99,,,,,,,,
6.195,158,0,43.99,-2.99,,,,,,,,
6.233,159,1,54.08,-7.76,-201.7,-95.5,-201.7,-95.5,223.2,10.085,-4.776,0
6.276,160,1,63.52,-12.33,-188.8,-91.4,-188.8,-91.4,209.8,9.441,-4.568,0
6.311,161,1,71.6,-16.76,-161.7,-88.6,-161.7,-88.6,184.4,8.083,-4.432,0
6.354,162,0,71.6,-16.76,,,,,,,,
6.392,163,0,71.6,-16.76,,,,,,,,
6.434,164,0,71.6,-16.76,,,,,,,,
6.475,165,0,71.6,-16.76,,,,,,,,
6.516,166,0,71.6,-16.76,,,,,,,,
6.554,167,0,71.6,-16.76,,,,,,,,
6.598,168,0,71.6,-16.76,,,,,,,,
6.638,169,0,71.6,-16.76,,,,,,,,
6.685,170,0,71.6,-16.76,,,,,,,,
6.725,171,0,71.6,-16.76,,,,,,,,
6.769,172,0,71.6,-16.76,,,,,,,,
6.808,173,0,71.6,-16.76,,,,,,,,
6.852,174,0,71.6,-16.76,,,,,,,,
6.896,175,0,71.6,-16.76,,,,,,,,
6.941,176,0,71.6,-16.76,,,,,,,,
6.979,177,0,71.6,-16.76,,,,,,,,
7.022,178,0,71.6,-16.76,,,,,,,,
7.062,179,0,71.6,-16.76,,,,,,,,
7.111,180,0,71.6,-16.76,,,,,,,,
7.149,181,0,71.6,-16.76,,,,,,,,
7.191,182,0,71.6,-16.76,,,,,,,,
7.230,183,0,71.6,-16.76,,,,,,,,
7.274,184,0,71.6,-16.76,,,,,,,,
7.316,185,0,71.6,-16.76,,,,,,,,
7.361,186,0,71.6,-16.76,,,,,,,,
7.400,187,0,71.6,-16.76,,,,,,,,
7.443,188,0,71.6,-16.76,,,,,,,,
7.482,189,0,71.6,-16.76,,,,,,,,
7.528,190,0,71.6,-16.76,,,,,,,,
7.568,191,0,71.6,-16.76,,,,,,,,
7.612,192,0,71.6,-16.76,,,,,,,,
7.652,193,0,71.6,-16.76,,,,,,,,
7.696,194,0,71.6,-16.76,,,,,,,,
7.739,195,0,71.6,-16.76,,,,,,,,
7.782,196,0,71.6,-16.76,,,,,,,,
7.821,197,0,71.6,-16.76,,,,,,,,
7.865,198,0,71.6,-16.76,,,,,,,,
7.905,199,0,71.6,-16.76,,,,,,,,
7.952,200,0,71.6,-16.76,,,,,,,,
7.991,201,0,71.6,-16.76,,,,,,,,
8.034,202,0,71.6,-16.76,,,,,,,,
