t_s,frame,tag_detected,state,pan_deg,tilt_deg,eu_px,ev_px,eu_s_px,ev_s_px,err_px,dpan,dtilt,steer_ff,in_deadband,clamped_pan,clamped_tilt,servo_sent,tag_conf,lost_t
31.314,701,0,tag_lost_countdown,-43.84,-1.15,,,,,,,,,,,,,,0.0
31.362,702,0,tag_lost_countdown,-43.84,-1.15,,,,,,,,,,,,,,0.05
31.406,703,1,ibvs_active,-43.98,-1.13,-1.7,-5.6,-13.8,-1.9,5.9,-0.137,0.018,0.0,0,0,0,1,30.9,
31.454,704,1,deadband,-43.98,-1.13,-1.5,-5.8,-4.0,-5.0,6.0,0.0,0.0,0.0,1,0,0,0,32.6,
31.498,705,1,deadband,-43.98,-1.13,-1.5,-5.9,-2.0,-5.7,6.1,0.0,0.0,0.0,1,0,0,0,33.4,
31.545,706,1,deadband,-43.98,-1.13,-1.4,-5.8,-1.6,-5.8,6.0,0.0,0.0,0.0,1,0,0,0,33.0,
31.586,707,1,deadband,-43.98,-1.13,-1.4,-5.9,-1.5,-5.8,6.0,0.0,0.0,0.0,1,0,0,0,33.1,
31.635,708,1,deadband,-43.98,-1.13,-1.4,-5.8,-1.4,-5.8,6.0,0.0,0.0,0.0,1,0,0,0,32.8,
31.678,709,1,deadband,-43.98,-1.13,-1.4,-5.9,-1.4,-5.9,6.1,0.0,0.0,0.0,1,0,0,0,33.9,
31.724,710,1,deadband,-43.98,-1.13,-2.1,-5.3,-2.0,-5.4,5.7,0.0,0.0,0.0,1,0,0,0,32.8,
31.765,711,0,tag_lost_countdown,-43.98,-1.13,,,,,,,,,,,,,,0.0
31.810,712,1,ibvs_active,-43.79,-1.11,19.4,-0.5,15.1,-1.5,19.4,0.195,0.019,0.0,0,0,0,1,29.1,
31.852,713,1,ibvs_active,-43.67,-0.86,5.2,-18.4,7.2,-15.0,19.1,0.119,0.25,0.0,0,0,0,1,23.7,
31.896,714,0,tag_lost_countdown,-43.67,-0.86,,,,,,,,,,,,,,0.0
31.934,715,0,tag_lost_countdown,-43.67,-0.86,,,,,,,,,,,,,,0.04
32.009,716,0,tag_lost_countdown,-43.67,-0.86,,,,,,,,,,,,,,0.08
32.059,717,0,tag_lost_countdown,-43.67,-0.86,,,,,,,,,,,,,,0.17
32.106,718,1,ibvs_active,-45.67,0.53,-112.5,-30.9,-88.5,-27.7,116.6,-2.0,1.386,0.0,0,0,0,1,28.3,
32.149,719,1,ibvs_active,-47.67,1.68,-120.8,-21.9,-114.4,-23.1,122.8,-2.0,1.153,0.0,0,0,0,1,33.4,
32.195,720,1,ibvs_active,-49.67,2.74,-119.2,-20.7,-118.2,-21.2,121.0,-2.0,1.059,0.0,0,0,0,1,31.6,
32.250,721,1,ibvs_active,-51.67,3.5,-106.1,-13.8,-108.5,-15.3,107.0,-2.0,0.766,0.0,0,0,0,1,33.2,
32.337,722,1,ibvs_active,-53.67,3.48,-72.5,4.5,-79.7,0.6,72.6,-2.0,-0.029,0.0,0,0,0,1,24.7,
32.378,723,1,ibvs_active,-55.67,2.65,-37.8,20.5,-46.2,16.5,43.0,-2.0,-0.826,0.0,0,0,0,1,32.5,
32.425,724,1,ibvs_active,-57.58,1.66,-36.3,20.5,-38.3,19.7,41.7,-1.914,-0.987,0.0,0,0,0,1,31.9,
32.465,725,0,tag_lost_countdown,-57.58,1.66,,,,,,,,,,,,,,0.0
32.522,726,0,tag_lost_countdown,-57.58,1.66,,,,,,,,,,,,,,0.04
32.596,727,1,deadband,-57.58,1.66,21.8,5.3,9.8,8.2,22.5,0.0,0.0,0.0,1,0,0,0,31.2,
32.646,728,1,ibvs_active,-57.04,1.51,22.7,5.1,20.1,5.7,23.2,0.547,-0.155,0.0,0,0,0,1,31.8,
32.688,729,1,ibvs_active,-56.32,1.34,22.7,5.0,22.2,5.1,23.3,0.711,-0.165,0.0,0,0,0,1,32.7,
32.737,730,1,ibvs_active,-55.57,1.18,22.8,5.0,22.7,5.0,23.4,0.752,-0.166,0.0,0,0,0,1,33.7,
32.800,731,1,ibvs_active,-54.81,1.01,22.9,5.0,22.8,5.0,23.4,0.764,-0.168,0.0,0,0,0,1,33.9,
32.884,732,1,ibvs_active,-54.05,0.84,22.8,5.1,22.8,5.1,23.3,0.761,-0.169,0.0,0,0,0,1,33.2,
32.925,733,1,deadband,-54.05,0.84,5.0,3.6,8.6,3.9,6.2,0.0,0.0,0.0,1,0,0,0,25.0,
32.972,734,1,deadband,-54.05,0.84,4.7,2.8,5.5,3.0,5.5,0.0,0.0,0.0,1,0,0,0,33.7,
33.012,735,1,deadband,-54.05,0.84,4.6,3.0,4.8,3.0,5.5,0.0,0.0,0.0,1,0,0,0,33.2,
33.078,736,1,deadband,-54.05,0.84,4.6,2.8,4.6,2.9,5.4,0.0,0.0,0.0,1,0,0,0,33.8,
33.166,737,1,deadband,-54.05,0.84,4.5,2.9,4.6,2.9,5.4,0.0,0.0,0.0,1,0,0,0,34.1,
33.213,738,0,tag_lost_countdown,-54.05,0.84,,,,,,,,,,,,,,0.0
33.251,739,0,tag_lost_countdown,-54.05,0.84,,,,,,,,,,,,,,0.04
33.296,740,1,deadband,-54.05,0.84,9.4,6.7,8.4,5.9,11.5,0.0,0.0,0.0,1,0,0,0,34.2,
33.336,741,0,tag_lost_countdown,-54.05,0.84,,,,,,,,,,,,,,0.0
33.411,742,0,tag_lost_countdown,-54.05,0.84,,,,,,,,,,,,,,0.05
33.451,743,0,tag_lost_countdown,-54.05,0.84,,,,,,,,,,,,,,0.11
33.494,744,0,tag_lost_countdown,-54.05,0.84,,,,,,,,,,,,,,0.15
33.533,745,0,tag_lost_countdown,-54.05,0.84,,,,,,,,,,,,,,0.2
33.577,746,1,ibvs_active,-56.05,0.75,-125.5,0.7,-98.8,1.7,125.5,-2.0,-0.087,0.0,0,0,0,1,33.7,
33.637,747,1,ibvs_active,-58.05,0.72,-125.0,0.4,-119.8,0.7,125.0,-2.0,-0.035,0.0,0,0,0,1,31.4,
33.729,748,1,ibvs_active,-60.05,0.69,-124.9,0.5,-123.9,0.6,124.9,-2.0,-0.028,0.0,0,0,0,1,31.8,
33.769,749,0,tag_lost_countdown,-60.05,0.69,,,,,,,,,,,,,,0.0
33.819,750,1,ibvs_active,-62.05,0.61,-98.3,1.8,-103.4,1.6,98.3,-2.0,-0.078,0.0,0,0,0,1,32.8,
33.862,751,1,ibvs_active,-64.05,0.5,-70.2,2.5,-76.8,2.3,70.2,-2.0,-0.115,0.0,0,0,0,1,27.1,
33.960,752,1,ibvs_active,-66.05,0.38,-69.9,2.4,-71.3,2.4,70.0,-2.0,-0.118,0.0,0,0,0,1,32.1,
34.007,753,0,tag_lost_countdown,-66.05,0.38,,,,,,,,,,,,,,0.0
34.052,754,0,tag_lost_countdown,-66.05,0.38,,,,,,,,,,,,,,0.04
34.093,755,1,ibvs_active,-66.49,0.4,-6.2,-1.8,-19.2,-1.0,6.5,-0.445,0.023,0.0,0,0,0,1,34.2,
34.141,756,1,deadband,-66.49,0.4,-6.2,-1.9,-8.8,-1.7,6.5,0.0,0.0,0.0,1,0,0,0,34.5,
34.196,757,1,deadband,-66.49,0.4,-6.2,-2.0,-6.7,-2.0,6.5,0.0,0.0,0.0,1,0,0,0,35.1,
34.279,758,1,deadband,-66.49,0.4,-6.1,-2.0,-6.2,-2.0,6.4,0.0,0.0,0.0,1,0,0,0,34.3,
34.324,759,1,deadband,-66.49,0.4,-6.1,-2.0,-6.1,-2.0,6.4,0.0,0.0,0.0,1,0,0,0,35.9,
34.374,760,1,deadband,-66.49,0.4,-6.0,-2.1,-6.0,-2.1,6.4,0.0,0.0,0.0,1,0,0,0,35.1,
34.419,761,1,deadband,-66.49,0.4,-6.0,-2.0,-6.0,-2.0,6.4,0.0,0.0,0.0,1,0,0,0,35.6,
34.495,762,1,deadband,-66.49,0.4,-6.1,-2.1,-6.1,-2.0,6.4,0.0,0.0,0.0,1,0,0,0,34.9,
34.561,763,1,deadband,-66.49,0.4,-6.0,-2.0,-6.0,-2.0,6.3,0.0,0.0,0.0,1,0,0,0,35.2,
34.610,764,1,deadband,-66.49,0.4,-6.0,-2.0,-6.0,-2.0,6.3,0.0,0.0,0.0,1,0,0,0,36.0,
34.654,765,1,deadband,-66.49,0.4,-6.0,-2.0,-6.0,-2.0,6.3,0.0,0.0,0.0,1,0,0,0,35.1,
34.703,766,1,deadband,-66.49,0.4,-5.9,-2.1,-6.0,-2.1,6.3,0.0,0.0,0.0,1,0,0,0,35.2,
34.759,767,1,deadband,-66.49,0.4,-6.0,-2.0,-6.0,-2.0,6.3,0.0,0.0,0.0,1,0,0,0,34.9,
34.848,768,1,deadband,-66.49,0.4,-5.9,-2.0,-5.9,-2.0,6.3,0.0,0.0,0.0,1,0,0,0,35.7,
34.891,769,1,deadband,-66.49,0.4,-5.9,-2.1,-5.9,-2.1,6.3,0.0,0.0,0.0,1,0,0,0,34.6,
34.938,770,1,deadband,-66.49,0.4,-6.0,-2.1,-5.9,-2.1,6.3,0.0,0.0,0.0,1,0,0,0,35.5,
34.981,771,1,deadband,-66.49,0.4,-6.0,-2.1,-6.0,-2.1,6.3,0.0,0.0,0.0,1,0,0,0,35.5,
35.052,772,1,deadband,-66.49,0.4,-5.9,-2.1,-5.9,-2.1,6.3,0.0,0.0,0.0,1,0,0,0,34.4,
35.114,773,1,deadband,-66.49,0.4,-3.5,-1.3,-4.0,-1.5,3.7,0.0,0.0,0.0,1,0,0,0,31.5,
35.175,774,0,tag_lost_countdown,-66.49,0.4,,,,,,,,,,,,,,0.0
35.215,775,0,tag_lost_countdown,-66.49,0.4,,,,,,,,,,,,,,0.06
35.263,776,0,tag_lost_countdown,-66.49,0.4,,,,,,,,,,,,,,0.1
35.308,777,0,tag_lost_countdown,-66.49,0.4,,,,,,,,,,,,,,0.15
35.356,778,1,ibvs_active,-68.49,0.68,-137.4,-6.6,-110.7,-5.5,137.6,-2.0,0.277,0.0,0,0,0,1,33.0,
35.399,779,1,ibvs_active,-70.49,1.0,-137.4,-6.7,-132.1,-6.4,137.6,-2.0,0.322,0.0,0,0,0,1,33.4,
35.447,780,1,ibvs_active,-72.49,1.37,-133.2,-7.7,-132.9,-7.5,133.4,-2.0,0.373,0.0,0,0,0,1,32.6,
35.488,781,0,tag_lost_countdown,-72.49,1.37,,,,,,,,,,,,,,0.0
35.538,782,1,ibvs_active,-74.49,1.7,-106.3,-6.4,-111.6,-6.6,106.5,-2.0,0.332,0.0,0,0,0,1,21.0,
35.582,783,1,ibvs_active,-76.49,1.98,-78.9,-5.3,-85.5,-5.6,79.1,-2.0,0.28,0.0,0,0,0,1,32.7,
35.634,784,1,ibvs_active,-78.49,2.25,-78.9,-5.3,-80.2,-5.4,79.1,-2.0,0.268,0.0,0,0,0,1,32.5,
35.676,785,0,tag_lost_countdown,-78.49,2.25,,,,,,,,,,,,,,0.0
35.725,786,1,ibvs_active,-80.49,2.13,-42.8,4.3,-50.3,2.4,43.1,-2.0,-0.12,0.0,0,0,0,1,33.1,
35.768,787,0,tag_lost_countdown,-80.49,2.13,,,,,,,,,,,,,,0.0
35.815,788,1,ibvs_active,-81.26,1.99,-16.1,4.6,-23.0,4.2,16.8,-0.765,-0.139,0.0,0,0,0,1,33.5,
35.857,789,1,deadband,-81.26,1.99,5.6,4.5,-0.1,4.5,7.2,0.0,0.0,0.0,1,0,0,0,34.0,
35.917,790,1,deadband,-81.26,1.99,5.9,4.3,4.7,4.3,7.3,0.0,0.0,0.0,1,0,0,0,34.2,
35.962,791,1,deadband,-81.26,1.99,6.3,4.1,6.0,4.2,7.5,0.0,0.0,0.0,1,0,0,0,34.8,
36.011,792,1,deadband,-81.26,1.99,6.3,4.1,6.2,4.1,7.5,0.0,0.0,0.0,1,0,0,0,35.6,
36.053,793,1,deadband,-81.26,1.99,6.4,4.1,6.4,4.1,7.6,0.0,0.0,0.0,1,0,0,0,35.2,
36.101,794,1,deadband,-81.26,1.99,6.5,4.1,6.5,4.1,7.7,0.0,0.0,0.0,1,0,0,0,35.0,
36.144,795,1,deadband,-81.26,1.99,6.7,4.1,6.7,4.1,7.8,0.0,0.0,0.0,1,0,0,0,35.6,
36.192,796,1,deadband,-81.26,1.99,6.7,4.1,6.7,4.1,7.8,0.0,0.0,0.0,1,0,0,0,36.3,
36.236,797,1,deadband,-81.26,1.99,6.8,4.1,6.7,4.1,7.9,0.0,0.0,0.0,1,0,0,0,35.4,
36.285,798,1,deadband,-81.26,1.99,6.9,4.1,6.8,4.1,8.0,0.0,0.0,0.0,1,0,0,0,35.3,
36.330,799,1,deadband,-81.26,1.99,6.9,4.1,6.8,4.1,8.0,0.0,0.0,0.0,1,0,0,0,35.5,
36.387,800,1,deadband,-81.26,1.99,6.9,4.2,6.9,4.1,8.1,0.0,0.0,0.0,1,0,0,0,34.9,
36.431,801,1,deadband,-81.26,1.99,7.0,4.1,7.0,4.1,8.1,0.0,0.0,0.0,1,0,0,0,35.9,
36.479,802,1,deadband,-81.26,1.99,7.0,4.1,7.0,4.1,8.1,0.0,0.0,0.0,1,0,0,0,35.3,
36.521,803,1,deadband,-81.26,1.99,7.0,4.1,7.0,4.1,8.1,0.0,0.0,0.0,1,0,0,0,35.3,
36.569,804,1,deadband,-81.26,1.99,7.0,4.2,7.0,4.2,8.1,0.0,0.0,0.0,1,0,0,0,35.7,
36.612,805,1,deadband,-81.26,1.99,7.0,4.1,7.0,4.1,8.1,0.0,0.0,0.0,1,0,0,0,35.1,
36.662,806,1,deadband,-81.26,1.99,7.1,4.2,7.1,4.2,8.2,0.0,0.0,0.0,1,0,0,0,35.2,
36.705,807,1,deadband,-81.26,1.99,7.1,3.9,7.1,4.0,8.1,0.0,0.0,0.0,1,0,0,0,34.7,
36.752,808,1,deadband,-81.26,1.99,5.9,6.7,6.2,6.1,8.9,0.0,0.0,0.0,1,0,0,0,27.1,
36.802,809,1,ibvs_active,-81.05,1.94,17.1,3.6,14.9,4.1,17.5,0.203,-0.056,0.0,0,0,0,1,26.4,
36.846,810,0,tag_lost_countdown,-81.05,1.94,,,,,,,,,,,,,,0.0
36.885,811,0,tag_lost_countdown,-81.05,1.94,,,,,,,,,,,,,,0.04
36.936,812,0,tag_lost_countdown,-81.05,1.94,,,,,,,,,,,,,,0.08
36.980,813,1,ibvs_active,-83.05,1.33,-123.2,14.1,-95.6,12.1,124.0,-2.0,-0.607,0.0,0,0,0,1,31.3,
37.028,814,1,ibvs_active,-85.05,0.73,-117.7,12.0,-113.2,12.1,118.3,-2.0,-0.603,0.0,0,0,0,1,32.8,
37.070,815,1,ibvs_active,-87.05,0.13,-118.4,12.0,-117.4,12.0,119.0,-2.0,-0.601,0.0,0,0,0,1,32.3,
37.119,816,1,ibvs_active,-89.05,-0.37,-95.5,9.4,-99.8,9.9,95.9,-2.0,-0.497,0.0,0,0,0,1,22.1,
37.160,817,0,tag_lost_countdown,-89.05,-0.37,,,,,,,,,,,,,,0.0
37.205,818,0,tag_lost_countdown,-89.05,-0.37,,,,,,,,,,,,,,0.04
37.248,819,1,ibvs_active,-90.0,-0.01,-20.7,-11.4,-36.6,-7.1,23.7,-1.828,0.357,0.0,0,1,0,1,29.7,
37.296,820,1,ibvs_active,-90.0,0.43,-20.0,-12.1,-23.3,-11.1,23.4,-0.925,0.44,0.0,0,1,0,1,34.0,
37.340,821,1,ibvs_active,-90.0,0.82,-18.9,-12.1,-19.8,-11.9,22.5,-0.648,0.391,0.0,0,1,0,1,34.7,
37.390,822,1,ibvs_active,-90.0,1.07,-11.5,-12.5,-13.1,-12.4,17.0,-0.265,0.25,0.0,0,1,0,1,36.3,
37.437,823,1,ibvs_active,-90.0,1.27,-11.0,-12.1,-11.4,-12.1,16.3,-0.189,0.202,0.0,0,1,0,1,36.8,
37.487,824,1,ibvs_active,-90.0,1.37,-11.1,-8.4,-11.1,-9.1,13.9,-0.122,0.1,0.0,0,1,0,1,36.8,
37.530,825,1,ibvs_active,-90.0,1.38,-11.5,-1.1,-11.5,-2.7,11.6,-0.051,0.012,0.0,0,1,0,1,37.1,
37.580,826,1,ibvs_active,-90.0,1.39,-11.5,-1.1,-11.5,-1.4,11.6,-0.046,0.006,0.0,0,1,0,1,37.3,
37.626,827,1,ibvs_active,-90.0,1.39,-11.5,-1.1,-11.5,-1.2,11.5,-0.044,0.004,0.0,0,1,0,1,36.3,
37.678,828,1,ibvs_active,-90.0,1.4,-11.5,-1.1,-11.5,-1.1,11.5,-0.044,0.004,0.0,0,1,0,1,37.4,
37.723,829,1,ibvs_active,-90.0,1.4,-11.3,-1.1,-11.4,-1.1,11.4,-0.04,0.004,0.0,0,1,0,1,37.0,
37.775,830,1,ibvs_active,-90.0,1.4,-11.3,-1.2,-11.3,-1.2,11.4,-0.039,0.004,0.0,0,1,0,1,36.9,
37.817,831,1,ibvs_active,-90.0,1.41,-11.3,-1.2,-11.3,-1.2,11.3,-0.038,0.004,0.0,0,1,0,1,37.0,
37.875,832,1,ibvs_active,-90.0,1.41,-11.2,-1.2,-11.2,-1.2,11.3,-0.037,0.004,0.0,0,1,0,1,36.0,
37.917,833,1,ibvs_active,-90.0,1.42,-11.2,-1.2,-11.2,-1.2,11.3,-0.036,0.004,0.0,0,1,0,1,36.1,
37.969,834,1,ibvs_active,-90.0,1.42,-11.2,-1.2,-11.2,-1.2,11.3,-0.036,0.004,0.0,0,1,0,1,36.2,
38.012,835,1,ibvs_active,-90.0,1.42,-11.2,-1.2,-11.2,-1.2,11.2,-0.034,0.004,0.0,0,1,0,1,36.9,
38.062,836,1,ibvs_active,-90.0,1.43,-11.1,-1.2,-11.1,-1.2,11.2,-0.033,0.004,0.0,0,1,0,1,36.9,
38.107,837,1,ibvs_active,-90.0,1.43,-11.1,-1.2,-11.1,-1.2,11.2,-0.034,0.004,0.0,0,1,0,1,37.1,
38.156,838,1,ibvs_active,-90.0,1.43,-11.1,-1.2,-11.1,-1.2,11.2,-0.034,0.004,0.0,0,1,0,1,37.2,
38.200,839,1,ibvs_active,-90.0,1.44,-11.1,-1.2,-11.1,-1.2,11.2,-0.033,0.004,0.0,0,1,0,1,36.9,
38.254,840,1,ibvs_active,-90.0,1.44,-11.0,-1.2,-11.1,-1.2,11.1,-0.031,0.003,0.0,0,1,0,1,36.6,
38.300,841,1,ibvs_active,-90.0,1.44,-11.1,-1.3,-11.1,-1.3,11.1,-0.031,0.004,0.0,0,1,0,1,36.2,
38.352,842,1,ibvs_active,-90.0,1.45,-11.0,-1.3,-11.0,-1.3,11.1,-0.031,0.003,0.0,0,1,0,1,37.1,
38.396,843,1,ibvs_active,-90.0,1.45,-11.0,-1.2,-11.0,-1.2,11.1,-0.03,0.003,0.0,0,1,0,1,37.0,
38.447,844,1,ibvs_active,-90.0,1.45,-11.0,-1.3,-11.0,-1.3,11.1,-0.03,0.003,0.0,0,1,0,1,37.2,
38.499,845,1,ibvs_active,-90.0,1.46,-11.0,-1.3,-11.0,-1.3,11.1,-0.03,0.003,0.0,0,1,0,1,36.9,
38.550,846,1,ibvs_active,-90.0,1.45,-11.0,3.3,-11.0,2.4,11.5,-0.035,-0.007,0.0,0,1,0,1,36.8,
38.593,847,1,ibvs_active,-90.0,1.44,-10.9,3.3,-11.0,3.1,11.4,-0.038,-0.011,0.0,0,1,0,1,36.4,
38.645,848,1,ibvs_active,-90.0,1.43,-10.9,3.4,-10.9,3.3,11.4,-0.039,-0.012,0.0,0,1,0,1,36.7,
38.690,849,1,ibvs_active,-90.0,1.42,-10.9,3.4,-10.9,3.3,11.4,-0.039,-0.012,0.0,0,1,0,1,36.7,
38.742,850,1,ibvs_active,-90.0,1.4,-10.9,3.4,-10.9,3.4,11.4,-0.038,-0.012,0.0,0,1,0,1,36.6,
38.783,851,1,ibvs_active,-90.0,1.39,-10.8,3.4,-10.8,3.4,11.3,-0.037,-0.011,0.0,0,1,0,1,36.1,
38.834,852,1,ibvs_active,-90.0,1.38,-10.9,3.4,-10.9,3.4,11.4,-0.037,-0.012,0.0,0,1,0,1,36.6,
38.885,853,1,ibvs_active,-90.0,1.37,-10.9,3.3,-10.9,3.4,11.4,-0.037,-0.011,0.0,0,1,0,1,36.5,
38.935,854,1,ibvs_active,-90.0,1.36,-10.9,3.3,-10.9,3.3,11.4,-0.037,-0.011,0.0,0,1,0,1,35.8,
38.981,855,1,ibvs_active,-90.0,1.35,-10.8,3.4,-10.8,3.4,11.3,-0.036,-0.011,0.0,0,1,0,1,37.0,
39.032,856,1,ibvs_active,-90.0,1.34,-10.8,3.4,-10.8,3.4,11.3,-0.036,-0.011,0.0,0,1,0,1,36.9,
39.076,857,1,ibvs_active,-90.0,1.33,-9.8,3.4,-10.0,3.4,10.4,-0.014,-0.005,0.0,0,1,0,1,36.3,
39.122,858,1,deadband,-90.0,1.33,-4.0,-0.3,-5.2,0.5,4.0,0.0,0.0,0.0,1,0,0,0,36.4,
39.163,859,1,deadband,-90.0,1.33,-8.2,4.5,-7.6,3.7,9.3,0.0,0.0,0.0,1,0,0,0,36.2,
39.211,860,1,deadband,-90.0,1.33,-4.3,3.0,-4.9,3.1,5.2,0.0,0.0,0.0,1,0,0,0,31.5,
39.252,861,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,0.0
39.299,862,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,0.04
39.347,863,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,0.09
39.396,864,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,0.14
39.439,865,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,0.18
39.485,866,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,0.23
39.529,867,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,0.27
39.576,868,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,0.32
39.615,869,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,0.36
39.658,870,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,0.4
39.697,871,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,0.45
39.743,872,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,0.49
39.783,873,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,0.53
39.828,874,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,0.57
39.868,875,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,0.62
39.913,876,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,0.66
39.952,877,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,0.7
39.998,878,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,0.74
40.036,879,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,0.79
40.082,880,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,0.82
40.121,881,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,0.87
40.169,882,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,0.91
40.209,883,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,0.96
40.253,884,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,1.0
40.292,885,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,1.04
40.336,886,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,1.08
40.376,887,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,1.12
40.421,888,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,1.17
40.461,889,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,1.21
40.507,890,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,1.25
40.548,891,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,1.3
40.594,892,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,1.34
40.636,893,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,1.38
40.682,894,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,1.42
40.724,895,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,1.47
40.769,896,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,1.51
40.809,897,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,1.56
40.855,898,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,1.6
40.894,899,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,1.64
40.945,900,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,1.68
40.986,901,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,1.73
41.031,902,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,1.77
41.071,903,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,1.82
41.117,904,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,1.86
41.155,905,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,1.91
41.202,906,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,1.94
41.243,907,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,1.99
41.288,908,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,2.03
41.328,909,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,2.08
41.375,910,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,2.12
41.417,911,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,2.16
41.463,912,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,2.21
41.505,913,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,2.25
41.550,914,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,2.29
41.591,915,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,2.34
41.636,916,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,2.38
41.675,917,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,2.42
41.724,918,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,2.46
41.767,919,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,2.51
41.811,920,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,2.55
41.852,921,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,2.6
41.905,922,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,2.65
41.946,923,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,2.69
41.994,924,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,2.74
42.032,925,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,2.78
42.084,926,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,2.82
42.126,927,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,2.87
42.174,928,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,2.92
42.211,929,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,2.96
42.258,930,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,3.0
42.299,931,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,3.05
42.347,932,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,3.09
42.388,933,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,3.14
42.436,934,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,3.18
42.478,935,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,3.22
42.524,936,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,3.27
